segment,seller type,certified,city,make,model,trim,odometer,fuel,trans,rto,selling price,locality,pincode,owner,color,age
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI AMT,58151.0,Petrol,Automatic,KA-04,352800.0,koramangala,560034.0,1.0,Brown,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i10,SPORTZ 1.2 AT,28789.0,Petrol,Automatic,KA-03,300255.0,nexus whitefield,560066.0,2.0,Red,13.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT (O),21165.0,Petrol,Automatic,KA-51,394430.0,bhoruka tech park,560066.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,SX (O) 1.0 TURBO DCT,19423.0,Petrol,Automatic,KA-51,960500.0,gandhi nagar,560009.0,2.0,Grey,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XZ DIESEL,16041.0,Diesel,Manual,KA-01,835000.0,bellahalli,560064.0,1.0,Blue,2.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SELTOS,HTX PLUS 1.5 DIESEL IMT DUAL TONE,78022.0,Diesel,Manual,KA-05,1320000.0,gandhi nagar,560009.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE PETROL AT,74967.0,Petrol,Automatic,KA-05,363100.0,nexus whitefield,560066.0,2.0,Blue,13.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.0 IMT,40375.0,Petrol,Manual,KA-02,699900.0,yeswanthpur,560022.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK PLUS 1.0 IMT,23368.0,Petrol,Manual,KA-04,725000.0,gandhi nagar,560009.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,80493.0,Petrol,Automatic,KA-03,470000.0,koramangala,560034.0,1.0,Brown,9.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC ZX CVT,55070.0,Petrol,Automatic,KA-20,621100.0,gandhi nagar,560009.0,2.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,PUNCH,ACCOMPLISHED AMT CAMO EDITION,40036.0,Petrol,Automatic,KA-51,637538.0,bellahalli,560064.0,1.0,Green,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,63129.0,Petrol,Manual,KA-53,360000.0,gandhi nagar,560009.0,2.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XE PETROL,50836.0,Petrol,Manual,KA-03,472647.0,koramangala,560034.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM BLU 1.2 PETROL,33768.0,Petrol,Manual,KA-04,468892.0,gt world mall,560023.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ZXI+,96563.0,Petrol,Manual,KA-53,503500.0,gt world mall,560023.0,1.0,Brown,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,95756.0,Petrol,Manual,KA-02,333433.0,bellahalli,560064.0,1.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT,85826.0,Petrol,Automatic,KA-05,249743.0,gt world mall,560023.0,3.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI (O) AMT,21440.0,Petrol,Automatic,KA-53,394545.0,gt world mall,560023.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,FREESTYLE,TITANIUM 1.2 PETROL,60797.0,Petrol,Manual,KA-51,455000.0,yeswanthpur,560022.0,1.0,Black,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW SANTRO,SPORTZ MT,68906.0,Petrol,Manual,KA-15,482211.0,gt world mall,560023.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,New Wagon-R,VXI (O) 1.2,42462.0,Petrol,Manual,KA-50,460000.0,bellahalli,560064.0,1.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XM PLUS PETROL,93595.0,Petrol,Manual,KA-05,498583.0,koramangala,560034.0,1.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,TRIBER,RXZ AMT,65496.0,Petrol,Automatic,KA-01,533500.0,gandhi nagar,560009.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT (O),27987.0,Petrol,Automatic,KA-01,392000.0,bhoruka tech park,560066.0,2.0,Blue,9.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM 1.2 PETROL MT,72271.0,Petrol,Manual,KA-03,380000.0,gandhi nagar,560009.0,1.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio,VXI AMT,33820.0,Petrol,Automatic,KA-05,311271.0,bhoruka tech park,560066.0,2.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,TRIBER,RXL MT,106095.0,Petrol,Manual,KA-53,397754.0,yeswanthpur,560022.0,1.0,Silver,7.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC 1.4 VTVT CX,90399.0,Petrol,Manual,KA-11,450331.0,gandhi nagar,560009.0,1.0,Black,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,8412.0,Petrol,Automatic,KA-50,397849.0,bellahalli,560064.0,1.0,Silver,6.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,PUNCH,ACCOMPLISHED DAZZLE SUNROOF CNG MT,14692.0,CNG,Manual,KA-53,831300.0,bhoruka tech park,560066.0,1.0,Grey,2.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK 1.5 DIESEL IMT,88942.0,Diesel,Manual,KA-01,774200.0,gandhi nagar,560009.0,1.0,Grey,3.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,77717.0,Petrol,Automatic,KA-04,417100.0,bellahalli,560064.0,2.0,Green,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto 800,LXI,59414.0,Petrol,Manual,KA-05,213123.0,nexus whitefield,560066.0,2.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,GTX PLUS 1.0 IMT,49943.0,Petrol,Manual,KA-03,980000.0,bhoruka tech park,560066.0,2.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,New Wagon-R,LXI 1.0,22233.0,Petrol,Manual,KA-05,425000.0,bhoruka tech park,560066.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT (O) MT,9301.0,Petrol,Manual,KA-53,649000.0,nexus whitefield,560066.0,1.0,Black,2.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,New Wagon-R,ZXI 1.2,31389.0,Petrol,Manual,KA-01,408400.0,bhoruka tech park,560066.0,2.0,Brown,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT (O) MT DUAL TONE,33088.0,Petrol,Manual,KA-53,540631.0,bhoruka tech park,560066.0,2.0,Blue,4.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XZ PLUS PETROL DARK EDITION,56804.0,Petrol,Manual,KA-03,605300.0,bellahalli,560064.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto 800,LXI,89595.0,Petrol,Manual,KA-43,168617.0,bellahalli,560064.0,2.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA (O) 1.2 KAPPA VTVT,65717.0,Petrol,Manual,KA-01,332800.0,koramangala,560034.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM 1.2 PETROL MT,75500.0,Petrol,Manual,KA-03,342501.0,bellahalli,560064.0,2.0,Silver,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Grand Vitara,SIGMA SMART HYBRID,55051.0,Petrol,Manual,KA-05,870000.0,bellahalli,560064.0,1.0,Grey,3.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,New Wagon-R,ZXI 1.2 AMT,3944.0,Petrol,Automatic,KA-04,531183.0,gt world mall,560023.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT MT,15398.0,Petrol,Manual,KA-04,540860.0,bellahalli,560064.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT 1.0 TURBO MT,97117.0,Petrol,Manual,KA-51,445500.0,gandhi nagar,560009.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XM PETROL,120795.0,Petrol,Manual,KA-06,490000.0,bellahalli,560064.0,2.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,57228.0,Petrol,Manual,KA-02,368600.0,nexus whitefield,560066.0,1.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,85547.0,Petrol,Manual,KA-02,399000.0,bhoruka tech park,560066.0,1.0,Purple,13.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,D-LITE+,85978.0,Petrol,Manual,KA-03,215000.0,nexus whitefield,560066.0,1.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Amaze,1.5L I-DTEC S,73191.0,Diesel,Manual,KA-51,320000.0,bellahalli,560064.0,2.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,FLUIDIC 1.4 VTVT,109359.0,Petrol,Manual,KA-02,390000.0,gt world mall,560023.0,1.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,BREZZA,ZXI + SMART HYBRID,18387.0,Petrol,Manual,KA-50,1079000.0,bellahalli,560064.0,1.0,White,2.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Safari,XZA PLUS,93967.0,Diesel,Automatic,KA-19,1447156.0,gandhi nagar,560009.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,VIRTUS,TOPLINE TSI 1.0 AT,20053.0,Petrol,Automatic,KA-04,1485000.0,bhoruka tech park,560066.0,1.0,White,2.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Bolt,XT REVOTRON,85243.0,Petrol,Manual,KA-05,253243.0,gt world mall,560023.0,2.0,Grey,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,MAGNA +,52537.0,Petrol,Manual,KA-05,244793.0,gt world mall,560023.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.0 DCT,37140.0,Petrol,Automatic,KA-03,844300.0,nexus whitefield,560066.0,2.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20 Active,1.2 S,70482.0,Petrol,Manual,KA-04,469999.0,bhoruka tech park,560066.0,1.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio X,ZXI AMT,37696.0,Petrol,Automatic,KA-03,405272.0,bellahalli,560064.0,1.0,Grey,7.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT (O) AMT,74625.0,Petrol,Automatic,KA-51,510400.0,koramangala,560034.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,79587.0,Petrol,Automatic,KA-01,390300.0,gt world mall,560023.0,2.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,New Wagon-R,LXI CNG (O) 1.0,35073.0,CNG,Manual,KA-50,445763.0,koramangala,560034.0,2.0,Brown,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Hexa,XMA 4X2 7 STR,57907.0,Diesel,Automatic,KA-01,930000.0,bhoruka tech park,560066.0,1.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,BREZZA,VXI AT SMART HYBRID,19851.0,Petrol,Automatic,KA-51,960300.0,bellahalli,560064.0,1.0,White,2.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Verna,SX (O) 1.0 TURBO DCT,30297.0,Petrol,Automatic,KA-41,955000.0,gandhi nagar,560009.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TREND 1.2 PETROL,67192.0,CNG,Manual,KA-01,329516.0,koramangala,560034.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,A Star,VXI (ABS) AT,60978.0,Petrol,Automatic,KA-04,216782.0,gandhi nagar,560009.0,2.0,White,13.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,TAIGUN,TOPLINE 1.0 TSI AT,44429.0,Petrol,Automatic,KA-01,1074534.0,bhoruka tech park,560066.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Safari,XZ PLUS 6 S,38740.0,Diesel,Manual,KA-01,1415700.0,koramangala,560034.0,2.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Safari,XMA SUNROOF,30955.0,Diesel,Automatic,KA-53,1430000.0,bhoruka tech park,560066.0,1.0,Blue,4.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,BR-V,1.5L I-VTEC V,78408.0,Petrol,Manual,KA-03,599000.0,bellahalli,560064.0,1.0,Silver,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW I20,ASTA (O) 1.5 CRDI MT,106158.0,Diesel,Manual,KA-01,725400.0,gandhi nagar,560009.0,1.0,Red,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT TURBO CVT,57542.0,Petrol,Automatic,KA-01,636100.0,nexus whitefield,560066.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,FREESTYLE,FLAIR EDITION 1.5 DIESEL,54542.0,Diesel,Manual,KA-47,640000.0,nexus whitefield,560066.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT (O) AMT,24327.0,Petrol,Automatic,KA-51,531898.0,nexus whitefield,560066.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,100172.0,Petrol,Automatic,KA-02,320453.0,bellahalli,560064.0,1.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,D-LITE+,49923.0,Petrol,Manual,KA-04,189826.0,bhoruka tech park,560066.0,3.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,XL6,ALPHA PLUS MT,51656.0,Petrol,Manual,KA-03,1077538.0,bhoruka tech park,560066.0,1.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Zest,XT PETROL,73244.0,Petrol,Manual,KA-51,339000.0,bhoruka tech park,560066.0,2.0,Grey,11.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Curvv,Accomplished Plus A 1.2 Hyperion GDI Petrol 6MT,1757.0,Petrol,Manual,KA-03,1499000.0,bellahalli,560064.0,1.0,Brown,2.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW SANTRO,SPORTZ EXECUTIVE MT CNG,63334.0,CNG,Manual,KA-05,479469.0,bellahalli,560064.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20 Active,1.2 S,68633.0,Petrol,Manual,KA-53,539000.0,nexus whitefield,560066.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Brio,VX MT,53226.0,Petrol,Manual,KA-03,307128.0,bellahalli,560064.0,2.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V,95748.0,Petrol,Manual,KA-05,324206.0,nexus whitefield,560066.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,97121.0,Petrol,Automatic,KA-05,372400.0,bellahalli,560064.0,1.0,Orange,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW SANTRO,SPORTZ AMT,93107.0,Petrol,Automatic,KA-02,390000.0,bellahalli,560064.0,1.0,Blue,7.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Captur,RXT DIESEL DUAL TONE,101085.0,Diesel,Manual,KA-09,512120.0,yeswanthpur,560022.0,1.0,Orange,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,90143.0,Petrol,Automatic,KA-47,347358.0,yeswanthpur,560022.0,2.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Figo,ZXI 1.2 PETROL,90974.0,Petrol,Manual,KA-03,215700.0,bellahalli,560064.0,2.0,Grey,13.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,ERA +,76099.0,Petrol,Manual,KA-04,263600.0,bellahalli,560064.0,1.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Zest,XT PETROL,70204.0,CNG,Manual,KA-03,293100.0,bhoruka tech park,560066.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,CARENS,PRESTIGE PLUS 1.5 DIESEL 7 STR,127075.0,Diesel,Manual,KA-05,1107100.0,bellahalli,560064.0,1.0,Grey,4.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Zest,XT PETROL,81813.0,Petrol,Manual,KA-03,329500.0,bellahalli,560064.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Hexa,XT 4X4 7 STR,60173.0,Diesel,Manual,KA-05,847002.0,bhoruka tech park,560066.0,1.0,Blue,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20 Active,1.2 SX,41732.0,Petrol,Manual,KA-03,457587.0,gt world mall,560023.0,1.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI DCT,72740.0,Petrol,Automatic,KA-05,797000.0,bellahalli,560064.0,1.0,Blue,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Xcent,BASE 1.2,83459.0,Petrol,Manual,KA-51,287031.0,koramangala,560034.0,3.0,Blue,11.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Classic,CLXI 1.4 DIESEL,99421.0,Diesel,Manual,KA-04,245647.0,gt world mall,560023.0,1.0,White,13.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,114927.0,Petrol,Automatic,KA-51,305000.0,bellahalli,560064.0,2.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Xcent,S 1.2,36994.0,Petrol,Manual,KA-05,388900.0,bhoruka tech park,560066.0,3.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,146324.0,Petrol,Automatic,KA-05,340800.0,gandhi nagar,560009.0,1.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Figo,ZXI 1.4 DIESEL,139658.0,Diesel,Manual,KA-27,172693.0,gandhi nagar,560009.0,3.0,Grey,13.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Scala,RXZ DIESEL,59730.0,Diesel,Manual,KA-53,369898.0,gandhi nagar,560009.0,2.0,Purple,11.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SYROS,HTK Plus 1.0 Turbo 7DCT,4104.0,Petrol,Automatic,KA-53,1053474.0,gandhi nagar,560009.0,1.0,Black,1.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20 Active,1.2 SX,73127.0,Petrol,Manual,KA-05,433170.0,gandhi nagar,560009.0,2.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,SPORTZ,42845.0,Petrol,Manual,KA-04,235105.0,koramangala,560034.0,1.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,MAGNA +,84569.0,Petrol,Manual,KA-51,263471.0,gandhi nagar,560009.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Xcent,S (O) 1.2,52138.0,Petrol,Manual,KA-03,322982.0,nexus whitefield,560066.0,3.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA AT 1.4 PETROL,91133.0,CNG,Automatic,KA-50,541300.0,bellahalli,560064.0,2.0,Blue,9.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Safari,XZA PLUS,129005.0,Diesel,Automatic,KA-09,1308820.0,bhoruka tech park,560066.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT,28955.0,Petrol,Automatic,KA-01,333669.0,bellahalli,560064.0,1.0,Brown,8.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.5,54896.0,Diesel,Manual,KA-03,860000.0,gandhi nagar,560009.0,1.0,Black,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i10,MAGNA 1.1,88805.0,Petrol,Manual,KA-51,241996.0,yeswanthpur,560022.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Duster,RXL PETROL,42617.0,Petrol,Manual,KA-03,442786.0,nexus whitefield,560066.0,1.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Ecosport,TREND + 1.5L PETROL AT,37776.0,Petrol,Automatic,KA-03,619258.0,bhoruka tech park,560066.0,1.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Grand Vitara,ALPHA PLUS HYBRID ECVT,12535.0,Hybrid,Automatic,KA-05,1460000.0,bellahalli,560064.0,2.0,Black,3.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Dzire,ZXI Plus,110974.0,Petrol,Manual,KA-68,588407.0,bhoruka tech park,560066.0,1.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Zest,XMS 90PS DIESEL,90292.0,Diesel,Manual,KA-41,407142.0,bellahalli,560064.0,2.0,Grey,9.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV300,W6 1.2 PETROL,36627.0,Petrol,Manual,KA-05,651613.0,bellahalli,560064.0,1.0,Blue,7.0
Mass Market,S1 Owned,Yes,Bangalore,Skoda,Rapid,AMBITION 1.6 MPI MT,53596.0,Petrol,Manual,KA-51,464963.0,yeswanthpur,560022.0,1.0,Beige,10.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Lodgy,85 PS RXZ,92595.0,Diesel,Manual,KA-50,470968.0,bellahalli,560064.0,1.0,Blue,11.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,Nano,TWIST XTA,58671.0,Petrol,Automatic,KA-02,198898.0,mahadevapura,560066.0,1.0,Red,11.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,New Wagon-R,LXI CNG 1.0,134558.0,CNG,Manual,TS-08,467000.0,jyothi nagar nelamangala town,560102.0,1.0,Grey,5.0
Mass Market,Direct Seller,Yes,Bangalore,Nissan,Micra,XV CVT,47822.0,Petrol,Automatic,KA-51,380000.0,near eco life,560066.0,1.0,Blue,11.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA PETROL 1.2,50764.0,Petrol,Manual,HR-26,382000.0,road balagere,560003.0,1.0,Blue,9.0
Mass Market,Direct Seller,Yes,Bangalore,Honda,WR-V,1.2L I-VTEC VX MT,76587.0,CNG,Manual,KA-01,540000.0,bommanahalli,560068.0,2.0,Red,9.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,NEXON,XZA PLUS PETROL,9973.0,Petrol,Automatic,KA-53,1123000.0,ka east,560066.0,1.0,Grey,3.0
Mass Market,Direct Seller,Yes,Bangalore,Kia,SONET,HTX ANNIVERSARY EDITION 1.5 AT,26748.0,Diesel,Automatic,KA-51,1115000.0,devarachikkana halli,560066.0,2.0,Black,4.0
Mass Market,Direct Seller,Yes,Bangalore,Hyundai,NEW I20,ASTA (O) 1.2 IVT,6925.0,Petrol,Automatic,KA-53,1040000.0,balagere panathur road,560066.0,1.0,Red,2.0
Mass Market,Direct Seller,Yes,Bangalore,Nissan,Sunny,XL DIESEL,200479.0,Diesel,Manual,KA-04,200000.0,landmark chiguru school,560066.0,1.0,Blue,13.0
Mass Market,Direct Seller,Yes,Bangalore,Mahindra,XUV500,W6,194462.0,Diesel,Manual,UP-14,254000.0,electronic city,560100.0,1.0,Grey,12.0
Mass Market,Direct Seller,Yes,Bangalore,Chevrolet,Beat,LT PETROL,132690.0,Petrol,Manual,KA-02,165000.0,kodipur,560066.0,1.0,Grey,13.0
Mass Market,Direct Seller,Yes,Bangalore,Kia,SELTOS,HTK PLUS 1.5,27278.0,Petrol,Manual,WB-12,772000.0,mantri serenity mantri serenity,560039.0,1.0,Silver,6.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI,95295.0,Petrol,Manual,KA-41,211000.0,mylasandra banglore,560066.0,1.0,Red,13.0
Mass Market,Direct Seller,Yes,Bangalore,Hyundai,Elite i20,ASTA 1.2 (O),73205.0,Petrol,Manual,KA-70,500000.0,majestic,560009.0,3.0,Red,8.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,Harrier,XZ 2.0L,119800.0,Diesel,Manual,HR-26,760000.0,opposite to hitachi atm tirupati chittoor,560003.0,2.0,Orange,7.0
Mass Market,Direct Seller,Yes,Bangalore,Honda,Brio,S MT,57877.0,Petrol,Manual,KA-05,221000.0,hebbal,560024.0,2.0,Red,14.0
Mass Market,Direct Seller,Yes,Bangalore,Skoda,Fabia,ELEGANCE 1.2 TDI,103091.0,Diesel,Manual,KA-01,180177.0,talaghattapura,560066.0,3.0,Beige,14.0
Mass Market,Direct Seller,Yes,Bangalore,Honda,Amaze,1.2L I-VTEC SX,88808.0,Petrol,Manual,KA-02,298000.0,kanakapura road,560062.0,2.0,White,12.0
Mass Market,Direct Seller,Yes,Bangalore,Honda,City,1.5L I-VTEC V MT,24532.0,Petrol,Manual,KA-01,700000.0,2 cross 17 main aicooba nagar btm 1 stage udupi garden,560066.0,1.0,Grey,9.0
Mass Market,Direct Seller,Yes,Bangalore,Honda,City,1.5L I-VTEC V MT,36217.0,Petrol,Manual,KA-03,700000.0,ibbani ibbani,560066.0,2.0,White,8.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,New Wagon-R,ZXI 1.2,26831.0,Petrol,Manual,KA-03,600000.0,bhoruka tech park,560066.0,1.0,White,4.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,Tiago,XZ PLUS PETROL,29277.0,Petrol,Manual,UP-14,400000.0,whitefield,560066.0,2.0,White,5.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,Indica V2,DLS,194701.0,Diesel,Manual,KA-42,102000.0,deepanjali nagar,560009.0,4.0,White,20.0
