brand,model,variant,color,segment_class,fuel_type,transmission,vehicle_age,odometer_reading,km_per_year,owner_count,brand_tier,age_km_interaction,ownership_trust_score,vehicle_health_score,is_high_mileage,seller_type,inspected,selling_price,year
tata,altroz,xt petrol,unknown,economy,petrol,manual,6,51000.0,8500.0,1,1,306000.0,100,76.9,0,dealer,0,540000.0,2020
hyundai,elite i20,asta 1.2 (o),unknown,mid,petrol,manual,7,47500.0,6785.7,1,2,332500.0,100,74.2,0,dealer,0,670000.0,2019
ford,ecosport,titanium 1.5l ti-vct,unknown,mid,petrol,manual,10,29000.0,2900.0,1,2,290000.0,100,67.1,0,dealer,0,579000.0,2016
ford,ecosport,titanium 1.5l ti-vct,unknown,mid,petrol,manual,7,80000.0,11428.6,1,2,560000.0,100,71.0,0,dealer,0,690000.0,2019
volkswagen,vento,highline 1.5 (d) at,unknown,mid,diesel,automatic,10,126500.0,12650.0,1,2,1265000.0,100,57.4,0,dealer,0,594000.0,2016
renault,kwid,rxt opt,unknown,economy,petrol,manual,11,126500.0,11500.0,1,1,1391500.0,100,54.4,0,dealer,0,248000.0,2015
volkswagen,polo,highline1.2l (p),unknown,mid,petrol,manual,12,132000.0,11000.0,1,2,1584000.0,100,50.8,0,dealer,0,320000.0,2014
kia,seltos,htx plus 1.5 diesel imt dual tone,unknown,mid,diesel,manual,3,42500.0,14166.7,1,2,127500.0,100,86.8,0,dealer,0,1588000.0,2023
volkswagen,polo,comfortline 1.2l (p),unknown,mid,petrol,manual,10,72000.0,7200.0,1,2,720000.0,100,62.8,0,dealer,0,413000.0,2016
hyundai,i20,magna (o) 1.2,unknown,mid,petrol,manual,13,124000.0,9538.5,1,2,1612000.0,100,48.6,0,dealer,0,306000.0,2013
ford,freestyle,titanium plus 1.2 ti-vct,unknown,mid,petrol,manual,5,122000.0,24400.0,1,2,610000.0,100,72.8,1,dealer,0,565000.0,2021
datsun,redi-go,s 1.0 amt,unknown,budget,petrol,automatic,8,57000.0,7125.0,1,0,456000.0,100,70.3,0,dealer,0,259000.0,2018
honda,jazz,zx,unknown,mid,petrol,manual,4,46000.0,11500.0,1,2,184000.0,100,83.4,0,dealer,0,754000.0,2022
hyundai,creta,sx 1.6 (o) petrol,unknown,mid,petrol,manual,8,78000.0,9750.0,1,2,624000.0,100,68.2,0,dealer,0,911000.0,2018
hyundai,verna,sx (o)1.5 petrol mt,unknown,mid,petrol,manual,1,15000.0,15000.0,1,2,15000.0,100,95.5,0,dealer,0,1376000.0,2025
mg,hector plus,savvy pro 1.5 turbo petrol cvt 7 str,unknown,premium,petrol,automatic,3,14500.0,4833.3,1,3,43500.0,100,89.6,0,dealer,0,1864000.0,2023
renault,kwid,climber 1.0 mt,unknown,economy,petrol,manual,2,16500.0,8250.0,1,1,33000.0,100,92.4,0,dealer,0,506000.0,2024
hyundai,i20 n line,n8 1.0 turbo dct,unknown,mid,petrol,automatic,2,44500.0,22250.0,1,2,89000.0,100,89.6,1,dealer,0,1040000.0,2024
ford,figo,duratorq diesel zxi 1.4,unknown,mid,diesel,manual,14,108500.0,7750.0,1,2,1519000.0,100,47.2,0,dealer,0,209000.0,2012
kia,sonet,htx plus 1.5,unknown,mid,diesel,manual,6,61500.0,10250.0,1,2,369000.0,100,75.8,0,dealer,0,936000.0,2020
datsun,redi-go,s 1.0 amt,unknown,budget,petrol,automatic,8,56000.0,7000.0,1,0,448000.0,100,70.4,0,dealer,0,273000.0,2018
kia,seltos,htx 1.5 diesel imt,unknown,mid,diesel,manual,3,23500.0,7833.3,1,2,70500.0,100,88.6,0,dealer,0,1511000.0,2023
hyundai,i10,sportz 1.2 kappa2,unknown,mid,petrol,manual,15,96500.0,6433.3,1,2,1447500.0,100,45.4,0,dealer,0,203000.0,2011
honda,city,zx petrol,unknown,mid,petrol,manual,6,49500.0,8250.0,1,2,297000.0,100,77.0,0,dealer,0,902000.0,2020
volkswagen,ameo,highline plus 1.0l (p) 16 alloy,unknown,mid,petrol,manual,7,119500.0,17071.4,1,2,836500.0,100,67.0,1,dealer,0,501000.0,2019
hyundai,santro,sportz amt,unknown,mid,petrol,automatic,4,103000.0,25750.0,1,2,412000.0,100,77.7,1,dealer,0,456000.0,2022
volkswagen,taigun,topline 1.0 tsi mt,unknown,mid,petrol,manual,3,58500.0,19500.0,1,2,175500.0,100,85.2,1,dealer,0,1037000.0,2023
kia,sonet,gtx plus 1.5 at,unknown,mid,diesel,automatic,5,94000.0,18800.0,1,2,470000.0,100,75.6,1,dealer,0,956000.0,2021
volkswagen,virtus,highline 1.0 tsi mt,unknown,mid,petrol,manual,4,37000.0,9250.0,1,2,148000.0,100,84.3,0,dealer,0,1088000.0,2022
hyundai,elite i20,asta 1.2 (o),unknown,mid,petrol,manual,7,68500.0,9785.7,1,2,479500.0,100,72.2,0,dealer,0,626000.0,2019
tata,tiago,revotorq xt,unknown,economy,diesel,manual,10,71500.0,7150.0,1,1,715000.0,100,62.8,0,dealer,0,406000.0,2016
renault,kwid,1.0 rxt amt,unknown,economy,petrol,automatic,8,97500.0,12187.5,1,1,780000.0,100,66.2,0,dealer,0,272000.0,2018
mahindra,thar,lx hard top petrol mt 4wd,unknown,mid,petrol,manual,5,39500.0,7900.0,1,2,197500.0,100,81.0,0,dealer,0,1124000.0,2021
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,13,96500.0,7423.1,1,2,1254500.0,100,51.4,0,dealer,0,225000.0,2013
tata,tiago,revotorq xm,unknown,economy,diesel,manual,9,113500.0,12611.1,1,1,1021500.0,100,61.6,0,dealer,0,421000.0,2017
hyundai,eon,era +,unknown,mid,petrol,manual,13,45500.0,3500.0,1,2,591500.0,100,56.4,0,dealer,0,199000.0,2013
hyundai,creta,sx plus 1.6 at petrol,unknown,mid,petrol,automatic,9,119000.0,13222.2,1,2,1071000.0,100,61.1,0,dealer,0,749000.0,2017
tata,nano,twist xta,unknown,economy,petrol,automatic,10,51000.0,5100.0,1,1,510000.0,100,64.9,0,dealer,0,202000.0,2016
kia,seltos,htx plus 1.5 turbo petrol imt,unknown,mid,petrol,manual,3,36500.0,12166.7,1,2,109500.0,100,87.4,0,dealer,0,1418000.0,2023
kia,seltos,gtx plus at 1.5 diesel,unknown,mid,diesel,automatic,5,105500.0,21100.0,1,2,527500.0,100,74.4,1,dealer,0,1195000.0,2021
renault,triber,rxz,unknown,economy,petrol,manual,3,15000.0,5000.0,1,1,45000.0,100,89.5,0,dealer,0,707000.0,2023
hyundai,verna,fluidic 1.6 crdi sx opt at,unknown,mid,diesel,automatic,12,138000.0,11500.0,1,2,1656000.0,100,50.2,0,dealer,0,522000.0,2014
ford,freestyle,titanium 1.2 ti-vct,unknown,mid,petrol,manual,5,39500.0,7900.0,1,2,197500.0,100,81.0,0,dealer,0,594000.0,2021
mahindra,xuv700,ax5 diesel at 7 str,unknown,mid,diesel,automatic,1,18000.0,18000.0,1,2,18000.0,100,95.2,1,dealer,0,2067000.0,2025
renault,kwid,rxt 1.0 amt (o),unknown,economy,petrol,automatic,5,42500.0,8500.0,1,1,212500.0,100,80.8,0,dealer,0,421000.0,2021
renault,kwid,rxt 1.0 amt,unknown,economy,petrol,automatic,4,45500.0,11375.0,1,1,182000.0,100,83.4,0,dealer,0,456000.0,2022
renault,triber,rxz easy-r amt,unknown,economy,petrol,automatic,4,16000.0,4000.0,1,1,64000.0,100,86.4,0,dealer,0,674000.0,2022
mahindra,scorpio n,z8 l diesel at 4wd 7 str,unknown,mid,diesel,automatic,4,59000.0,14750.0,1,2,236000.0,100,82.1,0,dealer,0,1974000.0,2022
ford,ecosport,titanium 1.5 ti-vct,unknown,mid,petrol,manual,11,81000.0,7363.6,1,2,891000.0,100,58.9,0,dealer,0,488000.0,2015
ford,figo,duratorq diesel zxi 1.4,unknown,mid,diesel,manual,14,130500.0,9321.4,1,2,1827000.0,100,45.0,0,dealer,0,219000.0,2012
hyundai,creta,sx 1.5 petrol ivt,unknown,mid,petrol,automatic,2,12000.0,6000.0,1,2,24000.0,100,92.8,0,dealer,0,1645000.0,2024
hyundai,elite i20,asta 1.2,unknown,mid,petrol,manual,11,91000.0,8272.7,1,2,1001000.0,100,57.9,0,dealer,0,501000.0,2015
ford,figo,duratec petrol exi 1.2,unknown,mid,petrol,manual,14,74000.0,5285.7,1,2,1036000.0,100,50.6,0,dealer,0,206000.0,2012
hyundai,i10,era 1.1 irde2,unknown,mid,petrol,manual,14,81000.0,5785.7,1,2,1134000.0,100,49.9,0,dealer,0,262000.0,2012
mahindra,xuv500,w8,unknown,mid,diesel,manual,9,106500.0,11833.3,1,2,958500.0,100,62.4,0,dealer,0,927000.0,2017
hyundai,creta,sx (o) 1.4 turbo 7 dct dual tone,unknown,mid,petrol,automatic,4,17500.0,4375.0,1,2,70000.0,100,86.2,0,dealer,0,1632000.0,2022
datsun,redi-go,d,unknown,budget,petrol,manual,9,32000.0,3555.6,1,0,288000.0,100,69.8,0,dealer,0,212000.0,2017
tata,nano,twist xt,unknown,economy,petrol,manual,12,39500.0,3291.7,1,1,474000.0,100,60.0,0,dealer,0,173000.0,2014
tata,tiago,xza plus,unknown,economy,petrol,automatic,6,122000.0,20333.3,1,1,732000.0,100,69.8,1,dealer,0,477000.0,2020
renault,triber,rxz,unknown,economy,petrol,manual,3,17000.0,5666.7,1,1,51000.0,100,89.3,0,dealer,0,650000.0,2023
renault,kwid,1.0 rxt amt,unknown,economy,petrol,automatic,9,38500.0,4277.8,1,1,346500.0,100,69.2,0,dealer,0,345000.0,2017
kia,carens,luxury plus 1.5 diesel at 7 str,unknown,mid,diesel,automatic,3,80500.0,26833.3,1,2,241500.0,100,83.0,1,dealer,0,1437000.0,2023
renault,kiger,rxz turbo cvt dual tone,unknown,economy,petrol,automatic,3,10500.0,3500.0,1,1,31500.0,100,90.0,0,dealer,0,821000.0,2023
kia,sonet,gtx plus 1.0 dct,unknown,mid,petrol,automatic,4,21500.0,5375.0,1,2,86000.0,100,85.8,0,dealer,0,1003000.0,2022
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,15,89500.0,5966.7,1,2,1342500.0,100,46.0,0,dealer,0,215000.0,2011
honda,city,zx cvt petrol,unknown,mid,petrol,automatic,6,68500.0,11416.7,1,2,411000.0,100,75.2,0,dealer,0,987000.0,2020
renault,kwid,1.0 rxt amt opt,unknown,economy,petrol,automatic,6,37500.0,6250.0,1,1,225000.0,100,78.2,0,dealer,0,391000.0,2020
volkswagen,taigun,topline 1.0 tsi mt,unknown,mid,petrol,manual,4,82000.0,20500.0,1,2,328000.0,100,79.8,1,dealer,0,1016000.0,2022
hyundai,i10,sportz 1.2 kappa2,unknown,mid,petrol,manual,15,126500.0,8433.3,1,2,1897500.0,100,42.4,0,dealer,0,208000.0,2011
volkswagen,virtus,topline 1.0 tsi mt,unknown,mid,petrol,manual,3,44000.0,14666.7,1,2,132000.0,100,86.6,0,dealer,0,1137000.0,2023
ford,figo,duratorq diesel exi 1.4,unknown,mid,diesel,manual,13,93500.0,7192.3,1,2,1215500.0,100,51.6,0,dealer,0,229000.0,2013
ford,ecosport,trend 1.5 tdci,unknown,mid,diesel,manual,13,105500.0,8115.4,1,2,1371500.0,100,50.4,0,dealer,0,421000.0,2013
kia,sonet,gtx plus 1.0 turbo petrol dct,unknown,mid,petrol,automatic,3,38000.0,12666.7,1,2,114000.0,100,87.2,0,dealer,0,1189000.0,2023
renault,triber,rxz easy-r amt,unknown,economy,petrol,automatic,4,10000.0,2500.0,1,1,40000.0,100,87.0,0,dealer,0,685000.0,2022
ford,figo,duratorq diesel exi 1.4,unknown,mid,diesel,manual,14,90500.0,6464.3,1,2,1267000.0,100,49.0,0,dealer,0,222000.0,2012
hyundai,creta,sx (o) 1.4 turbo 7 dct,unknown,mid,petrol,automatic,5,42500.0,8500.0,1,2,212500.0,100,80.8,0,dealer,0,1386000.0,2021
hyundai,i10,magna 1.2 kappa2,unknown,mid,petrol,manual,14,106500.0,7607.1,1,2,1491000.0,100,47.4,0,dealer,0,227000.0,2012
mahindra,thar,lx hard top petrol at rwd,unknown,mid,petrol,automatic,2,18000.0,9000.0,1,2,36000.0,100,92.2,0,dealer,0,1266000.0,2024
tata,nexon,xz plus,unknown,economy,petrol,manual,3,17000.0,5666.7,1,1,51000.0,100,89.3,0,dealer,0,943000.0,2023
renault,kwid,climber 1.0 amt,unknown,economy,petrol,automatic,9,50000.0,5555.6,1,1,450000.0,100,68.0,0,dealer,0,288000.0,2017
kia,carens,luxury plus 1.4 petrol 7 str,unknown,mid,petrol,manual,4,44000.0,11000.0,1,2,176000.0,100,83.6,0,dealer,0,1314000.0,2022
nissan,micra active,xl,unknown,mid,petrol,manual,12,58000.0,4833.3,1,2,696000.0,100,58.2,0,dealer,0,280000.0,2014
renault,kwid,1.0 rxt amt,unknown,economy,petrol,automatic,9,97500.0,10833.3,1,1,877500.0,100,63.2,0,dealer,0,286000.0,2017
hyundai,i10,sportz 1.2 at kappa2,unknown,mid,petrol,automatic,15,83000.0,5533.3,1,2,1245000.0,100,46.7,0,dealer,0,220000.0,2011
hyundai,creta,1.6 sx plus at,unknown,mid,diesel,automatic,10,115500.0,11550.0,1,2,1155000.0,100,58.4,0,dealer,0,754000.0,2016
hyundai,eon,magna,unknown,mid,petrol,manual,14,62000.0,4428.6,1,2,868000.0,100,51.8,0,dealer,0,198000.0,2012
tata,nano,twist xt,unknown,economy,petrol,manual,12,59000.0,4916.7,1,1,708000.0,100,58.1,0,dealer,0,151000.0,2014
hyundai,verna,sx (o)1.5 mpi,unknown,mid,petrol,manual,4,32500.0,8125.0,1,2,130000.0,100,84.8,0,dealer,0,1157000.0,2022
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,14,56500.0,4035.7,1,2,791000.0,100,52.4,0,dealer,0,258000.0,2012
ford,figo,duratec petrol exi 1.2,unknown,mid,petrol,manual,14,83500.0,5964.3,1,2,1169000.0,100,49.6,0,dealer,0,234000.0,2012
ford,figo,duratec petrol exi 1.2,unknown,mid,petrol,manual,14,32000.0,2285.7,1,2,448000.0,100,54.8,0,dealer,0,255000.0,2012
ford,ecosport,titanium 1.5l ti-vct,unknown,mid,petrol,manual,8,42500.0,5312.5,1,2,340000.0,100,71.8,0,dealer,0,700000.0,2018
kia,sonet,gtx plus 1.5 at,unknown,mid,diesel,automatic,4,30500.0,7625.0,1,2,122000.0,100,85.0,0,dealer,0,1214000.0,2022
hyundai,creta,sx (o) 1.4 turbo 7 dct dual tone,unknown,mid,petrol,automatic,4,17000.0,4250.0,1,2,68000.0,100,86.3,0,dealer,0,1628000.0,2022
kia,sonet,gtx plus 1.5 at,unknown,mid,diesel,automatic,5,33500.0,6700.0,1,2,167500.0,100,81.6,0,dealer,0,1085000.0,2021
renault,kwid,climber 1.0,unknown,economy,petrol,manual,8,9000.0,1125.0,1,1,72000.0,100,75.1,0,dealer,0,363000.0,2018
mahindra,xuv700,ax 3 petrol at 5 str,unknown,mid,petrol,automatic,4,62500.0,15625.0,1,2,250000.0,100,81.8,1,dealer,0,1202000.0,2022
honda,city,vx cvt petrol,unknown,mid,petrol,automatic,4,54000.0,13500.0,1,2,216000.0,100,82.6,0,dealer,0,1023000.0,2022
volkswagen,taigun,topline 1.0 tsi at,unknown,mid,petrol,automatic,4,93000.0,23250.0,1,2,372000.0,100,78.7,1,dealer,0,1009000.0,2022
mahindra,xuv700,ax 7 diesel at luxury pack 7 str,unknown,mid,diesel,automatic,3,44000.0,14666.7,1,2,132000.0,100,86.6,0,dealer,0,2158000.0,2023
mahindra,xuv500,w6,unknown,mid,diesel,manual,10,100000.0,10000.0,1,2,1000000.0,100,60.0,0,dealer,0,794000.0,2016
tata,nano,twist xt,unknown,economy,petrol,manual,12,86500.0,7208.3,1,1,1038000.0,100,55.4,0,dealer,0,145000.0,2014
nissan,micra,xv cvt,unknown,mid,petrol,automatic,10,44500.0,4450.0,1,2,445000.0,100,65.6,0,dealer,0,372000.0,2016
volkswagen,polo,comfortline 1.2l (p),unknown,mid,petrol,manual,10,101500.0,10150.0,1,2,1015000.0,100,59.8,0,dealer,0,449000.0,2016
skoda,kushaq,style 1.0l tsi mt,unknown,mid,petrol,manual,3,92500.0,30833.3,1,2,277500.0,100,81.8,1,dealer,0,1012000.0,2023
tata,zest,xt petrol,unknown,economy,petrol,manual,11,94500.0,8590.9,1,1,1039500.0,100,57.6,0,dealer,0,356000.0,2015
tata,nexon,xza plus petrol,unknown,economy,petrol,automatic,8,46500.0,5812.5,1,1,372000.0,100,71.4,0,dealer,0,612000.0,2018
mahindra,xuv700,ax 5 diesel at 7 str,unknown,mid,diesel,automatic,3,36000.0,12000.0,1,2,108000.0,100,87.4,0,dealer,0,1860000.0,2023
skoda,kushaq,style 1.5l tsi mt,unknown,mid,petrol,manual,4,45500.0,11375.0,1,2,182000.0,100,83.4,0,dealer,0,1255000.0,2022
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,13,73500.0,5653.8,1,2,955500.0,100,53.6,0,dealer,0,251000.0,2013
nissan,micra,xl,unknown,mid,petrol,manual,13,65000.0,5000.0,1,2,845000.0,100,54.5,0,dealer,0,233000.0,2013
mahindra,scorpio n,z8 l diesel at 2wd 7 str,unknown,mid,diesel,automatic,3,46500.0,15500.0,1,2,139500.0,100,86.4,1,dealer,0,1903000.0,2023
hyundai,elite i20,sportz 1.2,unknown,mid,petrol,manual,9,45500.0,5055.6,1,2,409500.0,100,68.4,0,dealer,0,578000.0,2017
datsun,redi-go,s 1.0,unknown,budget,petrol,manual,8,67500.0,8437.5,1,0,540000.0,100,69.2,0,dealer,0,264000.0,2018
hyundai,creta,1.6 sx plus petrol special edition,unknown,mid,petrol,manual,9,115000.0,12777.8,1,2,1035000.0,100,61.5,0,dealer,0,685000.0,2017
toyota,urban cruiser,premium grade at,unknown,premium,petrol,automatic,4,45000.0,11250.0,1,3,180000.0,100,83.5,0,dealer,0,935000.0,2022
honda,city,1.5 v mt,unknown,mid,petrol,manual,15,85500.0,5700.0,1,2,1282500.0,100,46.4,0,dealer,0,322000.0,2011
volkswagen,polo,comfortline 1.2l (p),unknown,mid,petrol,manual,9,109000.0,12111.1,1,2,981000.0,100,62.1,0,dealer,0,459000.0,2017
nissan,micra,xl cvt,unknown,mid,petrol,automatic,11,59500.0,5409.1,1,2,654500.0,100,61.0,0,dealer,0,383000.0,2015
ford,figo,duratec petrol exi 1.2,unknown,mid,petrol,manual,14,66500.0,4750.0,1,2,931000.0,100,51.4,0,dealer,0,217000.0,2012
honda,city,zx cvt petrol,unknown,mid,petrol,automatic,5,91000.0,18200.0,1,2,455000.0,100,75.9,1,dealer,0,943000.0,2021
hyundai,i10,sportz 1.1 irde2,unknown,mid,petrol,manual,10,106000.0,10600.0,1,2,1060000.0,100,59.4,0,dealer,0,296000.0,2016
volkswagen,polo,highline1.2l (p),unknown,mid,petrol,manual,12,122000.0,10166.7,1,2,1464000.0,100,51.8,0,dealer,0,431000.0,2014
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,15,64000.0,4266.7,1,2,960000.0,100,48.6,0,dealer,0,220000.0,2011
renault,kwid,1.0 rxt opt,unknown,economy,petrol,manual,8,83500.0,10437.5,1,1,668000.0,100,67.6,0,dealer,0,293000.0,2018
hyundai,i10,sportz 1.2 at kappa2,unknown,mid,petrol,automatic,13,44500.0,3423.1,1,2,578500.0,100,56.6,0,dealer,0,352000.0,2013
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,13,102000.0,7846.2,1,2,1326000.0,100,50.8,0,dealer,0,308000.0,2013
hyundai,verna,sx (o) 1.5 petrol ivt,unknown,mid,petrol,automatic,2,9500.0,4750.0,1,2,19000.0,100,93.0,0,dealer,0,1515000.0,2024
mahindra,xuv700,ax 5 petrol at 5 str,unknown,mid,petrol,automatic,3,29500.0,9833.3,1,2,88500.0,100,88.0,0,dealer,0,1649000.0,2023
mahindra,xuv700,ax 5 petrol at 5 str,unknown,mid,petrol,automatic,1,10000.0,10000.0,1,2,10000.0,100,96.0,0,dealer,0,1823000.0,2025
mahindra,scorpio n,z8 l diesel at 2wd 6 str,unknown,mid,diesel,automatic,3,33000.0,11000.0,1,2,99000.0,100,87.7,0,dealer,0,1886000.0,2023
hyundai,i20,asta (o) 1.0 turbo dct,unknown,mid,petrol,automatic,3,38500.0,12833.3,1,2,115500.0,100,87.2,0,dealer,0,935000.0,2023
volkswagen,virtus,gt plus 1.5 tsi evo dsg,unknown,mid,petrol,automatic,3,41500.0,13833.3,1,2,124500.0,100,86.8,0,dealer,0,1295000.0,2023
tata,nano,twist xt,unknown,economy,petrol,manual,11,42000.0,3818.2,1,1,462000.0,100,62.8,0,dealer,0,176000.0,2015
hyundai,verna,1.4 vtvt,unknown,mid,petrol,manual,11,78000.0,7090.9,1,2,858000.0,100,59.2,0,dealer,0,470000.0,2015
hyundai,creta,sx (o) 1.5 diesel automatic,unknown,mid,diesel,automatic,3,31500.0,10500.0,1,2,94500.0,100,87.8,0,dealer,0,1749000.0,2023
hyundai,elite i20,asta 1.2 dual tone,unknown,mid,petrol,manual,9,131000.0,14555.6,1,2,1179000.0,100,59.9,0,dealer,0,513000.0,2017
toyota,etios,g,unknown,premium,petrol,manual,15,91000.0,6066.7,1,3,1365000.0,100,45.9,0,dealer,0,307000.0,2011
hyundai,i10,magna 1.2 kappa2,unknown,mid,petrol,manual,13,103000.0,7923.1,1,2,1339000.0,100,50.7,0,dealer,0,229000.0,2013
ford,figo,duratec petrol titanium 1.2,unknown,mid,petrol,manual,14,38500.0,2750.0,1,2,539000.0,100,54.2,0,dealer,0,255000.0,2012
hyundai,verna,fluidic 1.6 crdi sx opt at,unknown,mid,diesel,automatic,12,83000.0,6916.7,1,2,996000.0,100,55.7,0,dealer,0,476000.0,2014
hyundai,new i20,asta (o) 1.0 turbo dct dual tone,unknown,mid,petrol,automatic,5,112000.0,22400.0,1,2,560000.0,100,73.8,1,dealer,0,758000.0,2021
hyundai,elite i20,sportz 1.2,unknown,mid,petrol,manual,10,97500.0,9750.0,1,2,975000.0,100,60.2,0,dealer,0,474000.0,2016
ford,ecosport,titanium+ 1.0l ecoboost,unknown,mid,petrol,manual,9,81500.0,9055.6,1,2,733500.0,100,64.8,0,dealer,0,585000.0,2017
hyundai,eon,magna,unknown,mid,petrol,manual,14,83500.0,5964.3,1,2,1169000.0,100,49.6,0,dealer,0,195000.0,2012
renault,triber,rxt easy-r amt,unknown,economy,petrol,automatic,5,18000.0,3600.0,1,1,90000.0,100,83.2,0,dealer,0,597000.0,2021
ford,figo,duratec petrol exi 1.2,unknown,mid,petrol,manual,15,73500.0,4900.0,1,2,1102500.0,100,47.6,0,dealer,0,222000.0,2011
renault,kwid,climber 1.0,unknown,economy,petrol,manual,9,77500.0,8611.1,1,1,697500.0,100,65.2,0,dealer,0,319000.0,2017
mahindra,scorpio n,z8 l petrol mt 7 str,unknown,mid,petrol,manual,3,81000.0,27000.0,1,2,243000.0,100,82.9,1,dealer,0,1587000.0,2023
hyundai,creta,sx (o) 1.5 diesel automatic,unknown,mid,diesel,automatic,3,51500.0,17166.7,1,2,154500.0,100,85.8,1,dealer,0,1702000.0,2023
kia,seltos,gtx plus 1.5 diesel at,unknown,mid,diesel,automatic,4,84000.0,21000.0,1,2,336000.0,100,79.6,1,dealer,0,1335000.0,2022
honda,city,zx cvt petrol,unknown,mid,petrol,automatic,4,39000.0,9750.0,1,2,156000.0,100,84.1,0,dealer,0,1195000.0,2022
hyundai,creta,1.6 sx at,unknown,mid,diesel,automatic,8,82500.0,10312.5,1,2,660000.0,100,67.8,0,dealer,0,1007000.0,2018
mahindra,xuv700,ax 5 diesel at 7 str,unknown,mid,diesel,automatic,3,46000.0,15333.3,1,2,138000.0,100,86.4,1,dealer,0,1841000.0,2023
ford,figo,duratec petrol zxi 1.2,unknown,mid,petrol,manual,15,64500.0,4300.0,1,2,967500.0,100,48.6,0,dealer,0,194000.0,2011
mahindra,xuv700,ax 7 petrol at luxury pack 7 str,unknown,mid,petrol,automatic,5,32500.0,6500.0,1,2,162500.0,100,81.8,0,dealer,0,1823000.0,2021
kia,seltos,gtx plus dct 1.4,unknown,mid,petrol,automatic,7,64000.0,9142.9,1,2,448000.0,100,72.6,0,dealer,0,1094000.0,2019
nissan,magnite,xv premium turbo (o) cvt,unknown,mid,petrol,automatic,5,53500.0,10700.0,1,2,267500.0,100,79.6,0,dealer,0,689000.0,2021
honda,jazz,v at petrol,unknown,mid,petrol,automatic,11,180500.0,16409.1,1,2,1985500.0,100,49.0,1,dealer,0,373000.0,2015
tata,nano,twist xt,unknown,economy,petrol,manual,12,105000.0,8750.0,1,1,1260000.0,100,53.5,0,dealer,0,159000.0,2014
hyundai,new i20,asta (o) 1.0 turbo dct,unknown,mid,petrol,automatic,3,58000.0,19333.3,1,2,174000.0,100,85.2,1,dealer,0,872000.0,2023
datsun,redi-go,t (o),unknown,budget,petrol,manual,10,51500.0,5150.0,1,0,515000.0,100,64.8,0,dealer,0,198000.0,2016
mahindra,scorpio n,z8 l petrol at 7 str,unknown,mid,petrol,automatic,3,20000.0,6666.7,1,2,60000.0,100,89.0,0,dealer,0,1913000.0,2023
mahindra,thar,lx hard top petrol at rwd,unknown,mid,petrol,automatic,2,40500.0,20250.0,1,2,81000.0,100,90.0,1,dealer,0,1283000.0,2024
hyundai,i10,era 1.1 irde2,unknown,mid,petrol,manual,13,35500.0,2730.8,1,2,461500.0,100,57.4,0,dealer,0,257000.0,2013
ford,figo,duratec petrol titanium 1.2,unknown,mid,petrol,manual,15,67000.0,4466.7,1,2,1005000.0,100,48.3,0,dealer,0,216000.0,2011
volkswagen,polo,trendline 1.0l (p),unknown,mid,petrol,manual,7,73000.0,10428.6,1,2,511000.0,100,71.7,0,dealer,0,530000.0,2019
kia,sonet,gtx plus 1.5 at,unknown,mid,diesel,automatic,5,77500.0,15500.0,1,2,387500.0,100,77.2,1,dealer,0,974000.0,2021
tata,nano,twist xta,unknown,economy,petrol,automatic,10,50000.0,5000.0,1,1,500000.0,100,65.0,0,dealer,0,246000.0,2016
hyundai,verna,sx (o) 1.0 turbo dct,unknown,mid,petrol,automatic,5,92000.0,18400.0,1,2,460000.0,100,75.8,1,dealer,0,962000.0,2021
hyundai,grand i10,magna 1.2 kappa vtvt,unknown,mid,petrol,manual,12,27500.0,2291.7,1,2,330000.0,100,61.2,0,dealer,0,373000.0,2014
nissan,magnite,xv premium turbo cvt,unknown,mid,petrol,automatic,2,9000.0,4500.0,1,2,18000.0,100,93.1,0,dealer,0,1001000.0,2024
volkswagen,ameo,highline plus 1.5l at (d)16 alloy,unknown,mid,diesel,automatic,7,77000.0,11000.0,1,2,539000.0,100,71.3,0,dealer,0,522000.0,2019
honda,city,sv cvt,unknown,mid,petrol,automatic,10,97000.0,9700.0,1,2,970000.0,100,60.3,0,dealer,0,515000.0,2016
honda,brio,s mt,unknown,mid,petrol,manual,14,65500.0,4678.6,1,2,917000.0,100,51.4,0,dealer,0,272000.0,2012
hyundai,elite i20,sportz 1.2,unknown,mid,petrol,manual,12,63500.0,5291.7,1,2,762000.0,100,57.6,0,dealer,0,422000.0,2014
ford,figo,duratorq diesel exi 1.4,unknown,mid,diesel,manual,13,104500.0,8038.5,1,2,1358500.0,100,50.6,0,dealer,0,239000.0,2013
hyundai,creta,sx (o) 1.4 turbo 7 dct,unknown,mid,petrol,automatic,5,46500.0,9300.0,1,2,232500.0,100,80.4,0,dealer,0,1325000.0,2021
hyundai,creta,1.4 s,unknown,mid,diesel,manual,7,84000.0,12000.0,1,2,588000.0,100,70.6,0,dealer,0,947000.0,2019
